age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,cluster
31,blue-collar,married,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
59,retired,married,basic.4y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
49,technician,married,professional.course,unknown,unknown,unknown,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,2
37,management,married,high.school,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
50,management,married,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
34,services,married,high.school,no,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
32,admin.,married,university.degree,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
45,blue-collar,married,basic.9y,unknown,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
39,management,married,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
43,unknown,married,high.school,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
43,blue-collar,married,basic.4y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
52,blue-collar,married,basic.9y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
54,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
54,blue-collar,married,basic.9y,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
31,services,single,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,3
35,blue-collar,married,basic.6y,no,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
28,admin.,married,high.school,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
56,retired,married,basic.9y,no,yes,yes,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
35,admin.,single,basic.4y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,3
45,blue-collar,married,basic.9y,unknown,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
38,entrepreneur,married,basic.9y,no,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
42,technician,married,professional.course,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,2
44,blue-collar,married,basic.4y,no,no,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,0
58,admin.,divorced,university.degree,no,yes,no,may,wed,1.1,93.994,-36.4,4.856,5191.0,no,1
43,admin.,divorced,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
37,technician,married,professional.course,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
45,blue-collar,married,basic.9y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
59,retired,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
50,blue-collar,married,basic.9y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
41,admin.,married,high.school,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,admin.,married,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
46,blue-collar,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
30,admin.,single,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
28,services,single,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
58,admin.,married,university.degree,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,blue-collar,married,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
39,self-employed,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
25,services,married,professional.course,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
39,admin.,single,unknown,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
42,retired,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,admin.,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,admin.,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
52,unknown,married,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
42,services,married,professional.course,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,2
53,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
41,housemaid,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
48,blue-collar,married,professional.course,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
40,admin.,single,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
40,admin.,single,high.school,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
53,blue-collar,married,high.school,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
55,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
39,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
35,blue-collar,married,basic.9y,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
50,housemaid,divorced,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
38,services,divorced,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
41,unemployed,married,basic.9y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
44,technician,married,professional.course,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
39,admin.,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
44,unknown,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
51,technician,married,professional.course,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
41,technician,married,high.school,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
31,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
40,blue-collar,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
38,self-employed,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
48,blue-collar,married,basic.6y,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
32,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
46,blue-collar,single,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,0
49,housemaid,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
47,blue-collar,married,basic.6y,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
28,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
38,admin.,single,university.degree,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
28,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
51,services,married,unknown,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
50,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
38,admin.,single,university.degree,unknown,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
48,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
44,technician,divorced,unknown,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
30,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
34,blue-collar,single,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
36,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
41,management,married,university.degree,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
40,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,unknown,married,basic.9y,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
46,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,unknown,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
32,management,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
34,admin.,married,university.degree,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
35,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
28,admin.,single,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
30,services,married,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
48,unemployed,married,basic.4y,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
53,blue-collar,married,professional.course,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
31,management,married,university.degree,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
59,retired,married,unknown,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
51,unemployed,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
47,services,married,high.school,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
40,technician,married,university.degree,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
42,entrepreneur,single,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
30,housemaid,married,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
40,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,housemaid,married,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
50,entrepreneur,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
29,unemployed,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
43,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,services,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
35,unknown,single,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
48,blue-collar,divorced,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
49,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
44,blue-collar,married,basic.6y,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
32,blue-collar,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,2
55,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
41,admin.,married,basic.4y,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
27,student,single,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
41,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
36,blue-collar,married,basic.6y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
45,services,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,blue-collar,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
54,technician,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
48,admin.,married,high.school,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
32,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
33,management,married,university.degree,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
44,technician,single,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
50,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
32,student,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
43,blue-collar,married,basic.4y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
32,student,single,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
43,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
40,admin.,divorced,professional.course,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
24,services,single,high.school,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
32,technician,married,university.degree,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,blue-collar,married,basic.4y,unknown,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
43,technician,single,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,3
35,admin.,married,university.degree,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,admin.,single,high.school,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
43,blue-collar,married,basic.4y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
48,technician,married,professional.course,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
52,housemaid,married,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
49,blue-collar,married,basic.4y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,admin.,married,high.school,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,services,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
39,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
39,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
36,admin.,divorced,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
39,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
31,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
41,technician,married,professional.course,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
35,unknown,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
55,retired,married,university.degree,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
57,retired,married,high.school,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
38,entrepreneur,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
52,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
60,services,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
24,student,single,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
38,entrepreneur,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
44,technician,divorced,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
42,blue-collar,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
25,services,divorced,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
32,admin.,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
51,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
28,admin.,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
27,housemaid,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
35,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
45,services,married,basic.9y,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
30,services,single,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
60,entrepreneur,married,basic.4y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
28,services,single,unknown,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
45,blue-collar,married,basic.4y,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
37,unemployed,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
37,unemployed,married,professional.course,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
36,services,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
49,blue-collar,married,basic.4y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,services,married,professional.course,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
34,admin.,single,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
31,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
42,admin.,married,university.degree,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
39,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
33,services,married,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
38,unemployed,married,high.school,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
30,admin.,divorced,university.degree,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
31,blue-collar,divorced,professional.course,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
39,management,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
37,blue-collar,married,unknown,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
48,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
32,services,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
48,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
37,technician,single,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
37,technician,single,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
26,services,divorced,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,management,married,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
54,admin.,married,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
37,blue-collar,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,entrepreneur,married,university.degree,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
45,admin.,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,services,single,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
54,admin.,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,1
37,blue-collar,married,basic.4y,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
35,blue-collar,married,basic.9y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
33,blue-collar,divorced,basic.6y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
49,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
43,technician,married,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,entrepreneur,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
39,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
47,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,services,divorced,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
51,admin.,divorced,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
59,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
31,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
39,unemployed,married,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
43,blue-collar,married,basic.6y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,blue-collar,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
37,blue-collar,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
42,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
37,blue-collar,married,professional.course,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
37,admin.,divorced,university.degree,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
37,blue-collar,single,basic.6y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
36,management,single,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
48,blue-collar,married,basic.9y,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
43,services,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
28,blue-collar,married,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,admin.,divorced,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
60,entrepreneur,married,basic.4y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
31,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
38,entrepreneur,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
50,technician,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,yes,1
36,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
50,unemployed,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
54,entrepreneur,married,basic.4y,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
33,management,married,university.degree,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
20,entrepreneur,single,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
24,blue-collar,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
28,management,single,unknown,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
55,housemaid,married,basic.4y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
25,blue-collar,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
41,admin.,married,basic.9y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
39,blue-collar,married,basic.6y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
27,blue-collar,married,basic.9y,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
27,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
34,blue-collar,married,basic.6y,unknown,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
25,technician,single,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
48,management,married,university.degree,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,blue-collar,single,basic.6y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
36,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
27,blue-collar,married,basic.9y,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
45,management,married,university.degree,no,yes,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
28,blue-collar,married,basic.6y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,technician,single,basic.6y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
43,blue-collar,married,basic.4y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
32,admin.,single,high.school,no,unknown,unknown,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
29,services,single,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
35,blue-collar,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
43,admin.,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
35,unknown,married,basic.9y,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,admin.,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
36,admin.,married,high.school,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
48,admin.,married,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
38,blue-collar,single,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
38,blue-collar,single,basic.9y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
45,admin.,married,high.school,no,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
35,technician,married,professional.course,no,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
42,services,married,high.school,unknown,no,yes,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,1
56,blue-collar,married,basic.4y,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
30,technician,married,professional.course,no,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,2
45,blue-collar,married,basic.4y,unknown,yes,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,0
39,services,single,high.school,unknown,no,no,may,thu,1.1,93.994,-36.4,4.855,5191.0,no,3
