age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,cluster,offer_id
25,8,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_161
33,1,2,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_068
29,7,2,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_151
44,0,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_139
41,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_176
50,9,1,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_229
41,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_012
48,0,2,6,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_228
26,7,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_035
48,11,1,0,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_126
47,1,1,2,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_085
36,0,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_151
54,9,0,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_169
26,0,2,6,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_200
35,9,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_099
54,7,0,3,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_216
51,7,1,1,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,yes,3,O_081
28,9,2,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_055
52,7,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_094
31,0,1,2,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_127
28,7,2,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_157
32,1,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_194
46,0,0,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,yes,2,O_060
38,0,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_077
36,1,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_217
31,0,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_107
38,4,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_064
35,0,1,3,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_227
39,3,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_109
31,3,0,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_227
39,6,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_213
36,3,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_210
29,7,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_139
37,4,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_186
28,1,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_222
41,4,1,7,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_070
38,7,1,3,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_019
31,9,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_081
50,1,1,0,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_151
36,0,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_131
40,4,1,7,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_028
37,0,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_134
28,10,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_049
50,7,0,0,1,1,1,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_122
38,3,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_137
43,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_151
37,9,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_101
47,1,0,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_100
52,9,1,3,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_160
30,0,2,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_175
33,0,0,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_188
43,1,1,0,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_084
52,9,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_104
44,1,1,1,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_083
48,4,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_127
40,0,0,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_038
35,8,2,3,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,yes,0,O_105
56,4,1,0,1,1,1,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_052
53,9,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_128
33,1,1,5,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_198
54,5,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_227
35,9,1,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_109
33,7,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_023
36,7,2,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_061
41,3,1,6,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_034
48,1,1,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_178
35,0,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_227
42,0,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_132
35,0,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_049
34,0,1,3,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_015
29,4,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_225
32,0,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_080
31,1,1,2,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_035
46,1,1,0,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_049
25,1,2,0,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_067
28,0,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_155
48,9,2,6,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_207
42,5,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_071
32,9,0,5,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_162
30,0,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_025
32,7,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_013
28,7,2,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_023
28,1,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_214
40,1,1,1,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_138
46,1,1,2,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_188
38,2,1,1,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_015
47,1,1,0,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_015
37,7,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_197
55,9,1,0,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_033
28,0,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_045
43,1,2,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_125
56,11,1,7,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_144
33,4,2,6,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_061
33,1,1,2,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_108
35,0,0,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_159
41,1,0,1,0,1,1,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_108
59,2,0,3,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_095
29,7,2,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_026
30,6,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_110
39,0,2,3,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_187
51,5,1,6,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_148
34,1,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_207
31,9,2,5,1,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_038
36,1,1,2,1,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_013
46,9,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_131
31,9,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_050
37,9,1,5,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_141
30,6,2,3,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_209
47,0,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_085
41,1,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_131
27,7,2,3,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_160
27,1,0,7,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_044
39,1,0,1,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_208
32,7,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_055
42,1,1,0,1,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_188
37,7,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_156
41,1,1,1,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_042
51,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_170
48,9,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_054
36,9,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_142
50,4,2,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_222
25,0,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_220
49,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_202
44,6,2,1,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_119
52,2,1,6,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_134
33,6,2,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_077
48,0,0,5,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_213
42,1,1,2,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_115
35,4,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_180
45,4,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_090
28,0,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_173
56,2,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_060
60,5,1,2,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_172
37,0,1,3,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_021
38,2,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_034
41,6,1,3,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_088
57,7,0,3,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,yes,3,O_117
23,7,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_167
33,0,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_089
48,1,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_015
38,9,1,6,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_082
32,1,1,0,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_107
31,4,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_130
43,1,0,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_152
44,4,1,3,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_065
44,0,1,6,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_145
33,7,1,3,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_149
36,0,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_181
47,9,1,5,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_125
30,0,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_189
34,1,1,2,1,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_059
28,0,2,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_167
46,1,1,2,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_021
32,1,1,0,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_033
36,5,1,3,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_201
24,8,2,6,0,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_115
35,1,1,0,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_147
31,0,2,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_143
51,0,0,6,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_163
33,0,1,6,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_065
28,7,2,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_050
43,1,1,7,1,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_020
43,1,1,1,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_201
33,6,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_060
31,7,1,2,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_137
39,0,1,5,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_111
52,6,1,6,0,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,2,O_046
24,8,2,3,1,2,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_102
30,0,2,6,1,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,5,O_029
28,1,1,2,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,yes,1,O_049
28,1,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_041
41,9,2,6,1,2,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,0,O_192
39,1,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,1,O_135
37,9,1,2,0,0,0,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,4,O_214
51,1,1,0,0,0,2,may,fri,1.1,93.994,-36.4,4.859,5191.0,no,3,O_106
50,4,1,6,1,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_055
53,9,1,3,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_144
53,9,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_215
52,1,1,0,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_128
33,7,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_014
36,6,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_077
41,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_214
43,0,0,3,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_125
39,6,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_220
43,9,0,6,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_123
56,1,1,0,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_013
52,0,1,6,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_203
36,9,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_178
35,6,0,2,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_168
30,7,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_224
30,4,0,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_054
36,3,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_210
38,0,0,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_062
38,1,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_224
39,2,0,6,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_053
34,4,1,3,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_132
35,11,2,0,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_184
59,5,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_028
32,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_025
37,1,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_197
52,6,2,6,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_024
29,9,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_146
44,1,1,1,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_217
41,1,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_146
37,7,0,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_116
46,0,1,3,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_102
49,7,2,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_151
46,0,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_136
40,0,2,7,1,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_121
32,8,2,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_044
40,6,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_156
28,9,0,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_173
40,1,1,1,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_166
32,0,2,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_027
47,4,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_165
38,1,1,2,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_171
32,4,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_051
34,0,2,3,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_197
53,9,1,5,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_126
36,9,1,6,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_114
45,2,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_170
47,4,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,yes,1,O_123
44,1,0,1,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_130
44,1,0,2,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_079
37,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_215
47,7,1,7,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_224
58,5,0,6,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_039
28,7,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_172
46,9,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_016
48,0,1,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_092
41,1,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_224
32,1,2,1,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_049
48,9,1,7,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_093
49,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_059
27,7,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_171
55,1,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_113
46,0,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_141
47,9,1,5,0,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_218
42,0,0,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_125
51,1,1,2,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_172
57,5,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_032
32,7,2,1,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_058
54,1,1,0,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_219
33,0,1,5,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_200
50,1,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_155
45,7,0,3,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_094
49,7,0,2,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_054
47,4,1,0,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_198
45,7,1,2,0,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_183
36,9,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_064
38,1,1,0,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_140
30,6,2,3,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_147
41,4,1,6,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_116
31,9,2,6,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_214
35,1,1,1,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_038
36,9,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_067
51,7,1,3,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_031
41,4,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_163
37,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_152
36,4,1,2,0,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_228
35,8,2,3,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_130
57,9,1,5,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,yes,4,O_044
28,0,2,6,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_110
54,3,0,0,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_030
38,0,2,6,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,5,O_158
52,4,0,3,0,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_159
43,1,1,0,1,0,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_199
30,8,2,2,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,0,O_085
51,1,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_079
31,9,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_026
45,1,1,7,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,yes,2,O_102
42,1,1,0,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_115
37,1,1,1,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_176
49,1,1,0,1,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_176
34,1,1,2,1,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_041
50,7,1,1,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_073
47,7,0,3,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_123
44,11,1,1,0,2,2,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,4,O_084
42,1,1,2,0,2,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_016
31,1,1,2,0,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_197
52,4,1,3,1,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_171
56,3,1,0,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,3,O_125
36,1,1,1,1,1,1,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,1,O_080
45,0,1,6,0,0,0,may,mon,1.1,93.994,-36.4,4.858,5191.0,no,2,O_196
